Applicant_ID,Gender,Married,Dependents,Education,Self_Employed,Employment_Status,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_Score,Credit_History,Existing_Loans_Count,Years_At_Current_Job,Debt_To_Income_Ratio,Property_Area,Loan_Status
APP100702,Male,Yes,0,Graduate,No,Self-Employed,7575.0,748.0,,,500.0,0.0,1,0.6,0.868,Urban,N
APP100703,Female,No,1,Not Graduate,No,Salaried,6191.0,0.0,111.0,180.0,512.0,1.0,0,1.5,0.115,Urban,Y
APP100704,Male,Yes,0,Graduate,No,Salaried,6169.0,2125.0,114.0,120.0,593.0,1.0,1,6.4,0.129,Urban,N
APP100705,Male,Yes,1,Graduate,No,Unemployed,7973.0,1809.0,195.0,84.0,678.0,1.0,0,9.0,0.276,Rural,Y
APP100706,Female,No,3+,Graduate,No,Salaried,7334.0,0.0,288.0,120.0,500.0,1.0,0,0.2,0.361,Semiurban,N
APP100707,Female,No,1,Not Graduate,Yes,Salaried,6336.0,0.0,172.0,360.0,506.0,0.0,2,2.1,0.063,Semiurban,Y
APP100708,male,Yes,1,Graduate,No,Salaried,8041.0,2594.0,399.0,12.0,684.0,1.0,0,6.7,1.5, Rural ,N
APP100709,Male,Yes,1,Graduate,No,Business Owner,2894.0,896.0,137.0,240.0,791.0,1.0,0,12.5,0.134,Urban,Y
APP100710,Female,No,2,Not Graduate,,Unemployed,6848.0,0.0,178.0,180.0,748.0,1.0,0,2.7,0.141,Urban,Y
APP100711,Female,Yes,0,Graduate,No,Salaried,7426.0,1986.0,111.0,120.0,484.0,1.0,0,4.7,0.098,Urban,N
APP100712,Female,No,0,Graduate,No,Salaried,3935.0,0.0,454.0,,685.0,1.0,0,0.5,0.201,Semiurban,N
APP100713,Female,No,0,Graduate,No,Self-Employed,4928.0,0.0,214.0,300.0,736.0,1.0,0,2.6,0.122,Semiurban,Y
APP100714,Female,Yes,1,Graduate,No,Self-Employed,5044.0,1906.0,165.0,240.0,605.0,1.0,1,2.6,0.091,Urban,N
APP100715,Male,Yes,0,Graduate,Yes,Salaried,7179.0,5767.0,469.0,120.0,629.0,1.0,2,11.9,0.175,Urban,N
APP100716,Male,No,0,Graduate,No,Salaried,6657.0,0.0,106.0,360.0,680.0,1.0,0,2.3,0.053,Semiurban,N
APP100717,Male,No,2,Not Graduate,No,Salaried,6693.0,0.0,45.0,,694.0,0.0,2,1.7,0.02,Semiurban,Y
APP100718,Female,Yes,0,Graduate,No,Salaried,3955.0,4244.0,88.0,240.0,684.0,1.0,0,5.0,0.046,Urban,Y
APP100719,Female,Yes,1,Graduate,Yes,Self-Employed,10904.0,1020.0,101.0,120.0,715.0,1.0,0,4.7,0.081,Rural,N
APP100720,Male,No,0,Not Graduate,No,Salaried,12077.0,0.0,171.0,360.0,669.0,1.0,1,7.4,0.044,Urban,Y
APP100721,Male,Yes,0,Graduate,No,Business Owner,4319.0,1074.0,208.0,36.0,594.0,1.0,0,4.7,1.186,Urban,N
APP100722,Male,Yes,0,Not Graduate,No,Self-Employed,6521.0,1328.0,66.0,300.0,610.0,1.0,0,16.7,0.032,Urban,Y
APP100723,Female,No,0,Graduate,Yes,Self-Employed,6635.0,0.0,182.0,84.0,580.0,0.0,1,1.2,0.341,Semiurban,N
APP100724,Male,No,3+,Not Graduate,No,Self-Employed,8543.0,0.0,48.0,,609.0,1.0,1,2.0,0.033,Semiurban,Y
APP100725,Male,No,3+,Graduate,No,Salaried,6163.0,0.0,80.0,36.0,701.0,1.0,2,8.9,0.385,Semiurban,Y
APP100726,Male,No,1,Graduate,No,Salaried,10480.0,0.0,226.0,180.0,580.0,0.0,0,0.7,0.096, Urban ,N
APP100727,Male,Yes,1,Graduate,No,Salaried,4803.0,237.0,288.0,84.0,746.0,1.0,2,0.2,0.465,Semiurban,N
APP100728,Male,No,2,Not Graduate,No,Self-Employed,9455.0,0.0,229.0,120.0,561.0,1.0,2,6.0,0.139,Urban,N
APP100729,Male,Yes,2,Not Graduate,,Business Owner,8440.0,6397.0,119.0,180.0,,1.0,0,7.9,0.049,Urban,Y
APP100730,Male,Yes,0,Graduate,No,Salaried,4501.0,3325.0,95.0,360.0,725.0,1.0,2,1.5,0.031,Semiurban,Y
APP100731,Male,No,0,Graduate,No,Business Owner,6411.0,0.0,245.0,84.0,690.0,1.0,1,4.3,0.436,Semiurban,N
APP100732,Male,No,1,Graduate,No,Salaried,4680.0,0.0,88.0,120.0,484.0,1.0,1,1.1,0.16,Urban,N
APP100733,Male,No,3+,Graduate,No,Salaried,14856.0,0.0,183.0,84.0,662.0,1.0,2,0.1,0.178,Urban,Y
APP100734,Male,Yes,0,Not Graduate,No,Salaried,6876.0,4156.0,108.0,180.0,584.0,1.0,0,,0.06,Urban,Y
APP100735,Female,No,0,Not Graduate,No,Business Owner,6094.0,0.0,175.0,84.0,531.0,1.0,0,9.7,0.352,Semiurban,Y
APP100736,Male,Yes,0,Graduate,No,Salaried,3728.0,1386.0,64.0,60.0,670.0,0.0,1,3.2,0.222,Semiurban,Y
APP100737,male,No,0,Not Graduate,No,Salaried,8249.0,0.0,300.0,240.0,538.0,1.0,1,1.7,0.202,Semiurban,Y
APP100738,Male,No,1,Graduate,No,Self-Employed,6362.0,0.0,69.0,60.0,672.0,1.0,0,,0.154,Urban,Y
APP100739,Male,Yes,0,Graduate,No,Salaried,9409.0,1511.0,85.0,180.0,781.0,0.0,0,10.1,0.052,Urban,Y
APP100740,male,No,3+,Graduate,No,Salaried,12937.0,0.0,154.0,36.0,677.0,1.0,1,3.0,0.332,Urban,Y
APP100741,male,Yes,2,Graduate,No,Salaried,9934.0,1034.0,276.0,240.0,629.0,0.0,0,1.8,0.104,Urban,N
APP100742,Female,No,0,Graduate,No,Salaried,4947.0,0.0,78.0,12.0,636.0,1.0,1,7.9,1.437,Semiurban,N
APP100743,Male,No,2,Graduate,No,Salaried,6121.0,0.0,120.0,240.0,732.0,1.0,1,1.8,0.059,Urban,Y
APP100744,Male,No,2,Graduate,No,Salaried,4355.0,0.0,139.0,60.0,622.0,0.0,0,1.9,0.447,Urban,N
APP100745,Male,Yes,0,Graduate,No,Business Owner,5578.0,3715.0,231.0,240.0,608.0,1.0,1,7.1,0.11,Urban,N
APP100746,Male,Yes,0,Graduate,No,Business Owner,10708.0,3419.0,72.0,36.0,566.0,1.0,1,8.5,0.151,Urban,N
APP100747,Male,No,2,Graduate,No,Business Owner,5732.0,0.0,194.0,120.0,570.0,1.0,2,3.4,0.306,Rural,N
APP100748,Female,No,0,Graduate,No,Salaried,9449.0,0.0,259.0,240.0,730.0,1.0,1,3.1,0.126,Rural,Y
APP100749,female,No,0,Graduate,No,Salaried,5984.0,0.0,162.0,240.0,606.0,0.0,0,1.8,0.147,Semiurban,N
APP100750,Male,Yes,0,Graduate,No,Salaried,9854.0,2431.0,58.0,84.0,700.0,1.0,1,8.0,0.051,Urban,Y
APP100751,Male,Yes,0,Not Graduate,No,Salaried,4906.0,1483.0,203.0,180.0,707.0,1.0,0,0.7,0.187,Semiurban,N
APP100752,Male,No,1,Graduate,Yes,Self-Employed,4580.0,0.0,269.0,120.0,564.0,1.0,0,4.8,0.544,Semiurban,N
APP100753,Male,No,0,Graduate,No,Salaried,14798.0,0.0,119.0,12.0,578.0,1.0,1,0.1,0.708,Semiurban,N
APP100754,Female,,1,Graduate,No,Self-Employed,5073.0,3114.0,65.0,180.0,702.0,1.0,0,3.9,0.043,Urban,Y
APP100755,Male,Yes,0,Graduate,No,Business Owner,10818.0,315.0,164.0,360.0,663.0,1.0,1,7.4,0.036,Urban,Y
APP100756,Male,Yes,2,Graduate,No,Salaried,8828.0,1492.0,137.0,180.0,634.0,0.0,0,0.6,0.071,Urban,N
APP100757,Female,Yes,0,Graduate,No,Unemployed,5500.0,1685.0,75.0,120.0,692.0,0.0,1,2.9,0.104,Urban,N
APP100758,Male,Yes,3+,Graduate,,Salaried,5526.0,1439.0,199.0,180.0,741.0,1.0,0,2.1,0.211,Semiurban,Y
APP100759,Male,Yes,3+,Graduate,Yes,Unemployed,6501.0,3153.0,167.0,240.0,646.0,1.0,1,6.1,0.053,Rural,Y
APP100760,Female,Yes,0,Graduate,Yes,Self-Employed,10911.0,706.0,134.0,36.0,599.0,0.0,2,4.9,0.321,Urban,N
APP100761,Male,No,1,Not Graduate,No,Salaried,6074.0,0.0,126.0,120.0,661.0,1.0,1,0.5,0.127,Semiurban,N
APP100762,Male,No,,Graduate,No,Salaried,9425.0,0.0,165.0,60.0,578.0,1.0,0,1.5,0.26,Urban,Y
APP100763,Male,No,2,Graduate,No,Salaried,8405.0,0.0,80.0,240.0,663.0,1.0,0,1.1,0.041,Urban,N
APP100764,,Yes,1,Graduate,Yes,Business Owner,8509.0,1365.0,230.0,360.0,650.0,0.0,2,0.3,0.053,Semiurban,N
APP100765,Male,Yes,0,Graduate,No,Salaried,15019.0,4385.0,259.0,84.0,577.0,1.0,1,12.7,0.148,Urban,Y
APP100766,Male,Yes,0,Graduate,No,Business Owner,9122.0,3094.0,127.0,120.0,614.0,1.0,0,0.2,0.079,Rural,N
APP100767,Male,Yes,0,Not Graduate,Yes,Salaried,8460.0,4854.0,115.0,84.0,621.0,0.0,0,12.4,0.106,Rural,Y
APP100768,male,Yes,,Graduate,Yes,Unemployed,3732.0,1836.0,90.0,120.0,716.0,1.0,0,5.2,0.126,Urban,Y
APP100769,Female,No,2,Graduate,No,Salaried,12066.0,0.0,68.0,180.0,571.0,1.0,1,4.8,0.037,Urban,N
APP100770,male,No,0,Not Graduate,Yes,Self-Employed,9950.0,0.0,109.0,300.0,577.0,0.0,2,2.1,0.036,Urban,N
APP100771,Male,No,0,Graduate,No,Business Owner,8333.0,0.0,146.0,180.0,616.0,1.0,0,10.7,0.085,Rural,Y
APP100772,female,Yes,0,Graduate,No,Salaried,6482.0,1183.0,203.0,180.0,,1.0,0,3.0,0.112,Urban,N
APP100773,Female,Yes,1,Graduate,No,Salaried,3798.0,1438.0,73.0,36.0,715.0,1.0,2,4.0,0.337,Semiurban,N
APP100774,Male,Yes,0,Graduate,No,Salaried,9037.0,6481.0,130.0,36.0,674.0,0.0,3,3.9,0.225,Urban,N
APP100775,Female,Yes,0,Not Graduate,No,Self-Employed,7374.0,3751.0,135.0,360.0,714.0,1.0,2,4.1,0.036,Semiurban,Y
APP100776,Female,No,2,Graduate,No,Business Owner,14524.0,0.0,180.0,300.0,755.0,1.0,0,2.8,0.046,Urban,Y
APP100777,Male,Yes,0,Not Graduate,No,Salaried,9447.0,4670.0,102.0,60.0,664.0,1.0,1,5.3,0.137,Rural,N
APP100778,Female,No,1,Graduate,No,Business Owner,7749.0,0.0,279.0,360.0,578.0,0.0,0,10.8,0.108,Semiurban,N
APP100779,Female,Yes,0,Graduate,No,Business Owner,16456.0,2660.0,225.0,360.0,643.0,1.0,1,0.1,0.037,Urban,Y
APP100780,Male,No,,Graduate,No,Self-Employed,7360.0,0.0,153.0,240.0,527.0,1.0,0,2.7,0.082,Urban,Y
APP100781,Female,No,1,Graduate,No,Salaried,13985.0,0.0,264.0,180.0,686.0,0.0,0,7.4,0.102,Semiurban,Y
APP100782,male,Yes,0,Graduate,No,Salaried,3518.0,4706.0,185.0,84.0,606.0,1.0,0,1.2,0.243,Semiurban,Y
APP100783,Female,No,0,Graduate,No,Unemployed,17885.0,0.0,247.0,360.0,660.0,1.0,1,1.1,0.034, Rural ,Y
APP100784,Female,Yes,3+,Graduate,No,Self-Employed,10885.0,1610.0,215.0,120.0,642.0,1.0,1,21.0,0.173,Urban,Y
APP100785,Male,No,2,Graduate,No,Self-Employed,5270.0,0.0,172.0,84.0,616.0,1.0,0,5.7,0.377,Rural,Y
APP100786,Female,No,1,Not Graduate,No,Business Owner,15678.0,0.0,176.0,180.0,670.0,1.0,0,6.9,0.052,Urban,Y
APP100787,Male,No,0,Graduate,No,Salaried,3213.0,0.0,156.0,360.0,639.0,,0,5.1,0.117,Rural,Y
APP100788,Female,No,0,Graduate,No,Self-Employed,4628.0,0.0,410.0,360.0,593.0,1.0,0,4.6,0.323,Rural,N
APP100789,Female,Yes,0,Not Graduate,,Self-Employed,8917.0,3150.0,232.0,300.0,551.0,,2,3.4,0.066,Semiurban,N
APP100790,Male,No,3+,Graduate,No,Business Owner,12101.0,0.0,149.0,120.0,682.0,0.0,0,5.0,0.11,Rural,Y
APP100791,Male,No,2,Not Graduate,No,Self-Employed,8378.0,0.0,274.0,300.0,541.0,1.0,0,0.1,0.1,Semiurban,Y
APP100792,Male,Yes,0,Not Graduate,No,Salaried,3890.0,2366.0,102.0,360.0,812.0,1.0,0,2.8,0.03,Semiurban,Y
APP100793,Male,Yes,3+,Graduate,No,Salaried,5473.0,3274.0,160.0,,766.0,1.0,0,5.4,0.049, Urban ,Y
APP100794,Male,No,0,Graduate,Yes,Business Owner,6027.0,0.0,103.0,240.0,507.0,1.0,1,3.3,0.064,Urban,N
APP100795,Male,Yes,1,Graduate,No,Self-Employed,8754.0,2706.0,143.0,180.0,706.0,1.0,0,5.2,0.063,Semiurban,Y
APP100796,Male,Yes,0,Graduate,No,Salaried,7037.0,3032.0,118.0,300.0,752.0,1.0,0,0.7,0.039,Rural,N
APP100797,Male,No,0,Graduate,No,Unemployed,12871.0,0.0,148.0,180.0,597.0,1.0,1,3.1,0.072,Rural,Y
APP100798,Female,,3+,Graduate,No,Salaried,11696.0,0.0,102.0,84.0,682.0,1.0,0,6.9,0.104,Semiurban,Y
APP100799,,Yes,2,Not Graduate,No,Salaried,3794.0,285.0,162.0,180.0,639.0,,0,3.0,0.234,Rural,N
APP100800,Female,Yes,0,Graduate,Yes,Unemployed,9470.0,1847.0,70.0,300.0,711.0,1.0,2,1.8,0.023,Rural,Y
APP100801,Male,Yes,0,Graduate,No,Self-Employed,4643.0,927.0,124.0,12.0,610.0,0.0,1,3.6,1.5,Semiurban,N
APP100802,Female,No,1,Graduate,No,Business Owner,13031.0,0.0,108.0,120.0,741.0,1.0,0,,0.059,Urban,Y
APP100803,Female,Yes,0,Not Graduate,No,Business Owner,9517.0,4475.0,35.0,360.0,637.0,1.0,0,2.1,0.02,Semiurban,Y
APP100804,Male,Yes,1,Graduate,No,Salaried,7040.0,980.0,239.0,180.0,621.0,1.0,2,3.6,0.176,Semiurban,N
APP100805,Male,No,1,Not Graduate,No,Salaried,6387.0,0.0,321.0,120.0,708.0,1.0,0,3.3,0.434,Rural,N
APP100806,Female,No,0,Not Graduate,No,Business Owner,8593.0,0.0,179.0,240.0,731.0,0.0,0,0.7,0.081,Semiurban,N
APP100807,Male,No,0,Graduate,No,Salaried,11545.0,0.0,140.0,240.0,440.0,,0,19.7,0.043,Rural,Y
APP100808,Male,Yes,0,Graduate,Yes,Salaried,8423.0,2555.0,108.0,180.0,389.0,1.0,1,5.7,0.053,Rural,Y
APP100809,Female,No,3+,Graduate,No,Salaried,7023.0,0.0,159.0,84.0,681.0,1.0,1,1.3,0.278,Semiurban,Y
APP100810,Male,Yes,0,Graduate,No,Salaried,5074.0,2235.0,,360.0,590.0,1.0,0,3.0,0.089,Rural,N
APP100811,Male,Yes,1,Graduate,No,Salaried,6899.0,3124.0,234.0,36.0,531.0,1.0,1,4.4,0.631,Semiurban,N
APP100812,Female,No,0,Graduate,No,Self-Employed,11579.0,0.0,204.0,240.0,616.0,1.0,0,6.1,0.06,Semiurban,Y
APP100813,Female,No,1,Not Graduate,No,Business Owner,10116.0,0.0,100.0,240.0,850.0,0.0,0,0.7,0.035, Semiurban ,N
APP100814,,Yes,0,Graduate,No,Salaried,12239.0,1134.0,113.0,60.0,530.0,1.0,1,0.2,0.115,Rural,N
APP100815,Female,No,0,Graduate,No,Salaried,4972.0,0.0,81.0,36.0,730.0,1.0,0,2.1,0.444,Rural,Y
APP100816,Female,,1,Graduate,No,Salaried,3872.0,3702.0,94.0,120.0,581.0,1.0,1,0.2,0.082,Semiurban,Y
APP100817,Male,Yes,1,Graduate,,Self-Employed,9743.0,1461.0,201.0,36.0,519.0,1.0,1,3.6,0.437,Urban,N
APP100818,Female,Yes,0,Graduate,No,Salaried,4218.0,2938.0,139.0,360.0,595.0,1.0,2,3.9,0.067,Semiurban,Y
APP100819,male,Yes,0,Graduate,No,Salaried,12234.0,1304.0,205.0,360.0,522.0,0.0,1,2.9,0.041,Rural,N
APP100820,male,No,3+,Graduate,No,Self-Employed,9869.0,0.0,223.0,360.0,509.0,,3,1.1,0.063,Rural,N
APP100821,female,No,0,Graduate,Yes,Salaried,8322.0,0.0,152.0,360.0,585.0,1.0,1,2.8,0.041,Rural,Y
APP100822,Male,No,0,Graduate,No,Self-Employed,4719.0,0.0,210.0,84.0,552.0,1.0,0,6.1,0.523,Semiurban,Y
APP100823,Female,Yes,0,Graduate,No,Business Owner,7387.0,1358.0,125.0,300.0,637.0,,0,2.0,0.036,Semiurban,Y
APP100824,Female,Yes,0,Graduate,No,Salaried,6903.0,963.0,154.0,180.0,665.0,1.0,0,0.2,0.11,Urban,Y
APP100825,Male,Yes,1,Graduate,No,Salaried,8468.0,859.0,69.0,36.0,579.0,1.0,0,5.0,0.166,Semiurban,Y
APP100826,Female,No,1,Graduate,No,Salaried,13816.0,0.0,122.0,180.0,707.0,,1,3.1,0.059,Urban,Y
APP100827,Male,Yes,0,Not Graduate,No,Self-Employed,5006.0,436.0,95.0,36.0,590.0,1.0,0,1.0,0.623,Rural,N
APP100828,Female,Yes,1,Graduate,No,Business Owner,6482.0,2759.0,61.0,360.0,636.0,,0,6.6,0.02, Urban ,Y
APP100829,Male,No,0,Graduate,No,Self-Employed,7100.0,0.0,168.0,300.0,455.0,1.0,0,8.9,0.06,Rural,Y
APP100830,Female,No,2,Not Graduate,No,Unemployed,12556.0,0.0,131.0,300.0,657.0,1.0,0,0.4,0.032, Semiurban ,N
APP100831,,Yes,0,Graduate,Yes,Self-Employed,7695.0,363.0,115.0,36.0,850.0,1.0,1,12.0,0.296,Urban,N
APP100832,Male,Yes,0,Not Graduate,No,Salaried,9487.0,2024.0,118.0,12.0,722.0,1.0,0,6.7,0.805,Semiurban,Y
APP100833,Female,No,1,Graduate,,Salaried,12988.0,0.0,72.0,84.0,634.0,1.0,1,4.2,0.057,Semiurban,Y
APP100834,Female,Yes,0,Graduate,Yes,Self-Employed,8311.0,1046.0,190.0,300.0,546.0,1.0,0,3.4,0.079,Semiurban,Y
APP100835,male,Yes,0,Graduate,No,Self-Employed,6515.0,911.0,190.0,180.0,797.0,1.0,0,0.2,0.097,Semiurban,Y
APP100836,Female,No,0,Graduate,No,Salaried,11878.0,0.0,99.0,,636.0,1.0,0,9.6,0.028,Semiurban,Y
APP100837,Female,Yes,1,Not Graduate,No,Salaried,13604.0,765.0,79.0,60.0,589.0,1.0,1,1.9,0.103,Urban,Y
APP100838,Male,Yes,0,Not Graduate,No,Salaried,9188.0,1933.0,169.0,180.0,592.0,0.0,1,2.1,0.076,Rural,N
APP100839,Male,Yes,1,Graduate,No,Salaried,5685.0,600.0,286.0,180.0,837.0,1.0,1,1.1,0.309,Rural,Y
APP100840,Male,Yes,2,Graduate,No,Self-Employed,6266.0,493.0,144.0,360.0,639.0,1.0,1,1.0,0.059,Semiurban,Y
APP100841,Female,Yes,1,Graduate,Yes,Self-Employed,13545.0,1844.0,202.0,300.0,691.0,1.0,2,4.5,0.045,Urban,Y
APP100842,Male,Yes,0,Graduate,No,Business Owner,9857.0,2205.0,,60.0,632.0,1.0,1,34.4,0.162,Semiurban,Y
APP100843,Male,Yes,2,Graduate,No,Salaried,6675.0,1057.0,157.0,180.0,644.0,1.0,0,3.9,0.119,Urban,Y
APP100844,Male,Yes,0,Not Graduate,No,Business Owner,3682.0,2613.0,47.0,300.0,,1.0,0,0.5,0.024,Rural,Y
APP100845,Female,No,3+,Graduate,No,Salaried,9944.0,0.0,107.0,300.0,778.0,0.0,0,5.9,0.035,Urban,Y
APP100846,Male,No,1,Graduate,No,Salaried,9211.0,0.0,78.0,180.0,654.0,1.0,0,5.5,0.056,Urban,N
APP100847,Female,Yes,0,Graduate,No,Business Owner,9868.0,1849.0,354.0,300.0,523.0,1.0,1,0.3,0.089,Urban,N
APP100848,male,Yes,2,Not Graduate,No,Unemployed,5365.0,3549.0,139.0,180.0,685.0,1.0,0,1.3,0.089,Semiurban,Y
APP100849,Female,No,0,Not Graduate,No,Unemployed,6527.0,0.0,447.0,36.0,640.0,1.0,1,2.5,1.5,Semiurban,N
APP100850,Male,No,0,Graduate,No,Salaried,11236.0,0.0,138.0,300.0,684.0,1.0,0,4.0,0.045,Semiurban,Y
APP100851,Male,No,0,Graduate,No,Salaried,2869.0,0.0,168.0,360.0,620.0,0.0,2,2.8,0.194,Urban,N
APP100852,Female,Yes,1,Not Graduate,No,Self-Employed,6498.0,3315.0,131.0,84.0,601.0,1.0,0,1.5,0.146,Rural,Y
APP100853,Female,Yes,1,Graduate,No,Business Owner,4093.0,641.0,115.0,240.0,730.0,1.0,0,0.9,0.086,Semiurban,Y
APP100854,,Yes,2,Not Graduate,No,Salaried,5118.0,1551.0,165.0,120.0,817.0,1.0,0,4.7,0.183,Urban,Y
APP100855,Male,No,0,Not Graduate,No,Salaried,10541.0,0.0,198.0,120.0,483.0,1.0,0,4.8,0.178,Semiurban,N
APP100856,Female,Yes,1,Graduate,Yes,Salaried,6985.0,2113.0,88.0,360.0,657.0,1.0,0,0.5,0.028,Semiurban,N
APP100857,Female,Yes,1,Graduate,No,Salaried,4763.0,1678.0,114.0,360.0,601.0,1.0,0,2.3,0.049,Semiurban,Y
APP100858,Male,Yes,1,Graduate,No,Salaried,8909.0,924.0,67.0,60.0,568.0,1.0,0,4.7,0.11,Urban,Y
APP100859,Male,Yes,0,Not Graduate,Yes,Self-Employed,5866.0,1850.0,55.0,240.0,456.0,1.0,1,2.4,0.027, Semiurban ,N
APP100860,Female,Yes,0,Graduate,No,Salaried,6876.0,2261.0,198.0,60.0,682.0,0.0,0,0.5,0.408,Urban,N
APP100861,Female,Yes,2,Not Graduate,No,Self-Employed,7947.0,2658.0,187.0,180.0,606.0,1.0,0,0.5,0.1, Semiurban ,Y
APP100862,Female,Yes,0,Graduate,Yes,Self-Employed,12270.0,5065.0,126.0,300.0,601.0,1.0,2,1.6,0.031,Semiurban,N
APP100863,Male,No,0,Not Graduate,Yes,Salaried,7947.0,0.0,187.0,84.0,758.0,1.0,1,3.1,0.279,Semiurban,Y
APP100864,Male,No,0,Graduate,Yes,Salaried,6327.0,0.0,202.0,120.0,610.0,1.0,0,0.5,0.276,Urban,N
APP100865,Female,Yes,0,Graduate,No,Business Owner,8710.0,1915.0,238.0,360.0,607.0,1.0,0,0.4,0.058,Urban,Y
APP100866,Female,No,0,Graduate,No,Salaried,8943.0,0.0,48.0,120.0,530.0,1.0,1,7.8,0.04,Urban,N
APP100867,Female,No,0,Graduate,Yes,Business Owner,6100.0,0.0,141.0,36.0,568.0,1.0,0,3.9,0.635,Semiurban,N
APP100868,Male,Yes,1,Graduate,No,Salaried,6984.0,1666.0,78.0,120.0,782.0,1.0,0,16.0,0.089,Urban,Y
APP100869,Male,Yes,3+,Not Graduate,,Salaried,7290.0,1752.0,,180.0,705.0,1.0,0,2.1,0.054,Semiurban,Y
APP100870,Female,Yes,0,Graduate,No,Unemployed,11403.0,753.0,90.0,300.0,766.0,1.0,0,2.1,0.023, Urban ,N
APP100871,Male,Yes,0,Not Graduate,No,Salaried,2939.0,2562.0,162.0,120.0,574.0,1.0,0,9.7,0.193,Semiurban,Y
APP100872,Female,Yes,2,Graduate,No,Salaried,8518.0,2152.0,105.0,60.0,683.0,1.0,1,0.0,0.225,Semiurban,Y
APP100873,Male,Yes,0,Graduate,No,Business Owner,10221.0,1306.0,48.0,300.0,744.0,1.0,0,0.4,0.02,Urban,Y
APP100874,Female,Yes,3+,Not Graduate,No,Salaried,11257.0,2643.0,176.0,120.0,702.0,1.0,0,0.6,0.083,Semiurban,Y
APP100875,Female,Yes,1,Graduate,No,Salaried,3982.0,2392.0,77.0,36.0,792.0,1.0,2,2.4,0.344,Semiurban,Y
APP100876,Male,Yes,0,Not Graduate,No,Unemployed,3936.0,905.0,79.0,300.0,686.0,,1,1.7,0.056,Semiurban,N
APP100877,Male,Yes,0,Not Graduate,No,Salaried,5758.0,2580.0,481.0,360.0,650.0,1.0,2,10.5,0.179,Semiurban,N
APP100878,Female,No,0,Graduate,No,Self-Employed,9567.0,0.0,269.0,360.0,438.0,0.0,1,3.3,0.08,Urban,N
APP100879,Female,Yes,2,Not Graduate,No,Business Owner,10700.0,1984.0,105.0,240.0,688.0,0.0,0,2.4,0.025,Urban,Y
APP100880,Male,Yes,0,Graduate,No,Business Owner,3740.0,1063.0,85.0,84.0,704.0,,1,0.2,0.187,Semiurban,Y
APP100881,Female,Yes,2,Graduate,No,Salaried,8027.0,4420.0,194.0,360.0,753.0,1.0,1,15.8,0.05,Rural,Y
APP100882,Female,No,2,Graduate,No,Salaried,10460.0,0.0,,60.0,578.0,1.0,2,1.2,0.987,Urban,N
APP100883,Male,No,2,Not Graduate,Yes,Business Owner,6213.0,0.0,302.0,240.0,647.0,1.0,2,6.9,0.215,Urban,Y
APP100884,Male,Yes,2,Graduate,No,Business Owner,8284.0,1148.0,203.0,360.0,507.0,1.0,1,4.6,0.073,Semiurban,Y
APP100885,Male,Yes,0,Graduate,No,Salaried,4492.0,933.0,301.0,360.0,505.0,1.0,2,,0.149,Semiurban,N
APP100886,Male,Yes,0,Not Graduate,No,Salaried,9177.0,1790.0,180.0,180.0,696.0,1.0,0,1.7,0.107,Rural,Y
APP100887,Male,Yes,2,Graduate,No,Salaried,6828.0,1236.0,291.0,360.0,764.0,1.0,1,1.9,0.094,Urban,N
APP100888,Male,No,0,Not Graduate,No,Salaried,6551.0,0.0,97.0,36.0,767.0,1.0,2,1.2,0.518,Rural,N
APP100889,,Yes,0,Graduate,No,Business Owner,8140.0,3731.0,235.0,36.0,689.0,1.0,0,1.5,0.508,Semiurban,Y
APP100890,Male,No,0,Graduate,No,Business Owner,3542.0,0.0,135.0,300.0,834.0,1.0,1,4.4,0.105,Semiurban,Y
APP100891,Female,Yes,0,Graduate,No,Salaried,5835.0,3082.0,200.0,360.0,615.0,0.0,0,2.0,0.051,Urban,N
APP100892,Male,Yes,2,Graduate,Yes,Business Owner,10463.0,489.0,309.0,60.0,731.0,1.0,0,0.6,0.568,Urban,N
APP100893,Male,No,0,Graduate,No,Business Owner,3725.0,0.0,121.0,120.0,531.0,,1,1.2,0.332,Urban,N
APP100894,Female,Yes,1,Graduate,No,Self-Employed,3880.0,1580.0,94.0,360.0,367.0,,1,2.1,0.041, Rural ,N
APP100895,Female,No,3+,Not Graduate,No,Unemployed,6078.0,0.0,,360.0,607.0,1.0,0,1.5,0.101,Urban,Y
APP100896,Male,Yes,0,Graduate,No,Salaried,7262.0,2829.0,160.0,120.0,,1.0,1,0.0,0.085,Urban,Y
APP100897,Male,No,2,Graduate,,Business Owner,7953.0,0.0,48.0,360.0,671.0,1.0,1,0.3,0.02,Urban,N
APP100898,Male,Yes,0,Graduate,No,Salaried,14474.0,3753.0,168.0,180.0,633.0,,0,1.1,0.049,Rural,N
APP100899,male,Yes,0,Graduate,Yes,Salaried,8069.0,2188.0,92.0,120.0,683.0,1.0,0,3.5,0.072,Urban,Y
APP100900,Male,No,0,Graduate,No,Salaried,8491.0,0.0,193.0,180.0,807.0,1.0,0,3.3,0.086,Semiurban,Y
APP100901,Male,Yes,0,Graduate,No,Salaried,11276.0,1502.0,223.0,84.0,716.0,0.0,0,0.9,0.162,Semiurban,Y
APP100902,Male,Yes,0,Not Graduate,Yes,Self-Employed,5239.0,1157.0,105.0,240.0,581.0,1.0,0,2.1,0.087,Rural,Y
