Applicant_ID,Gender,Married,Education,Employment_Status,Property_Area,ApplicantIncome,CoapplicantIncome,Total_Income,Income_Bracket,LoanAmount_INR,Loan_Amount_Term,EMI,Balance_Income,Credit_Score,Credit_Score_Band,Credit_History,Debt_To_Income_Ratio,Existing_Loans_Count,Years_At_Current_Job,Risk_Category,Loan_Status,Predicted_Loan_Status,Max_Eligible_Amount_INR,Approved_Amount_INR,Final_Decision,Decision_Reason
APP100446,Female,No,Graduate,Business Owner,Urban,4395.0,0.0,4395.0,3K-6K,184000,180,1977.27,2417.73,508,Poor,1,0.201,0,1.9,High Risk,Rejected,Rejected,81800,0,Rejected,"Low credit score (508), below the minimum threshold of 580; Requested amount (₹1,84,000) exceeds the maximum eligible amount (₹81,800) based on income and repayment capacity"
APP100447,Female,Yes,Graduate,Salaried,Rural,19278.0,1559.0,20837.0,20K+,187000,240,1804.59,19032.41,489,Poor,0,0.036,0,1.5,High Risk,Rejected,Rejected,215900,0,Rejected,"No established credit history; Low credit score (489), below the minimum threshold of 580"
APP100448,Male,Yes,Not Graduate,Salaried,Urban,4527.0,1000.0,5527.0,3K-6K,208000,12,18286.5,-12759.5,575,Poor,1,1.5,0,1.2,High Risk,Rejected,Rejected,12600,0,Rejected,"Low credit score (575), below the minimum threshold of 580; High debt-to-income ratio (150%); Estimated loan installment exceeds the applicant's disposable income; Requested amount (₹2,08,000) exceeds the maximum eligible amount (₹12,600) based on income and repayment capacity"
APP100449,Female,Yes,Graduate,Salaried,Semiurban,4659.0,1032.0,5691.0,3K-6K,197000,180,2116.97,3574.03,573,Poor,1,0.149,0,6.7,High Risk,Approved,Approved,105900,105900,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,97,000, max eligible ₹1,05,900)"
APP100450,Male,Yes,Graduate,Salaried,Urban,2575.0,2918.0,5493.0,3K-6K,120000,360,1053.09,4439.91,650,Fair,1,0.068,0,4.1,Medium Risk,Rejected,Approved,219100,120000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100451,Female,Yes,Graduate,Salaried,Urban,4390.0,610.0,5000.0,3K-6K,200000,84,3320.24,1679.76,632,Fair,1,0.416,0,12.0,Medium Risk,Rejected,Approved,105400,105400,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹2,00,000, max eligible ₹1,05,400)"
APP100452,Female,No,Not Graduate,Salaried,Semiurban,4965.0,0.0,4965.0,3K-6K,81000,300,736.05,4228.95,650,Fair,1,0.038,0,3.6,Medium Risk,Approved,Approved,191200,81000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100453,Male,Yes,Graduate,Salaried,Semiurban,7039.0,2290.0,9329.0,6K-10K,152000,240,1466.83,7862.17,649,Fair,1,0.069,1,3.0,Medium Risk,Approved,Approved,290000,152000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100454,Male,No,Graduate,Salaried,Rural,8957.0,0.0,8957.0,6K-10K,83000,360,728.38,8228.62,578,Poor,1,0.029,3,1.2,High Risk,Approved,Rejected,102100,0,Rejected,"Low credit score (578), below the minimum threshold of 580; High number of existing loan obligations (3)"
APP100455,Male,Yes,Not Graduate,Self-Employed,Urban,5671.0,1173.0,6844.0,6K-10K,139000,120,1836.9,5007.1,598,Fair,1,0.14,0,8.8,Medium Risk,Approved,Approved,181300,139000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100456,Female,Yes,Graduate,Business Owner,Rural,8912.0,2899.0,11811.0,10K-20K,263000,360,2308.01,9502.99,621,Fair,1,0.053,3,1.7,Medium Risk,Approved,Rejected,269200,0,Rejected,High number of existing loan obligations (3)
APP100457,Male,Yes,Graduate,Salaried,Semiurban,13563.0,5105.0,18668.0,10K-20K,121000,84,2008.74,16659.26,724,Good,1,0.07,0,0.8,Low Risk,Approved,Approved,506000,121000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100458,Female,Yes,Graduate,Salaried,Urban,6421.0,1921.0,8342.0,6K-10K,105000,180,1128.34,7213.66,589,Fair,1,0.074,1,17.1,Medium Risk,Approved,Approved,232900,105000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100459,Female,Yes,Graduate,Unemployed,Urban,5794.0,1951.0,7745.0,6K-10K,222000,180,2385.62,5359.38,499,Poor,0,0.181,0,6.1,High Risk,Approved,Rejected,72100,0,Rejected,"No established credit history; Low credit score (499), below the minimum threshold of 580; Applicant is currently unemployed; Requested amount (₹2,22,000) exceeds the maximum eligible amount (₹72,100) based on income and repayment capacity"
APP100460,Male,No,Graduate,Salaried,Semiurban,4660.0,0.0,4660.0,3K-6K,100000,240,965.02,3694.98,621,Fair,1,0.095,0,7.6,Medium Risk,Approved,Approved,169000,100000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100461,Male,Yes,Graduate,Self-Employed,Rural,7112.0,637.0,7749.0,6K-10K,181000,84,3004.81,4744.19,611,Fair,1,0.315,0,1.4,Medium Risk,Rejected,Approved,163400,163400,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,81,000, max eligible ₹1,63,400)"
APP100462,Female,Yes,Graduate,Salaried,Urban,12681.0,1803.0,14484.0,10K-20K,159000,120,2101.2,12382.8,505,Poor,1,0.089,0,0.2,High Risk,Rejected,Approved,219200,159000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100463,Male,No,Graduate,Unemployed,Semiurban,6973.0,0.0,6973.0,6K-10K,136000,360,1193.5,5779.5,614,Fair,1,0.057,0,12.0,Medium Risk,Approved,Approved,278100,136000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100464,Male,Yes,Not Graduate,Salaried,Semiurban,9051.0,401.0,9452.0,6K-10K,94000,240,907.12,8544.88,570,Poor,0,0.043,0,24.2,High Risk,Approved,Approved,97900,94000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100465,Female,No,Graduate,Salaried,Semiurban,7135.0,0.0,7135.0,6K-10K,301000,180,3234.56,3900.44,643,Fair,1,0.196,0,1.1,Medium Risk,Rejected,Rejected,232400,0,Rejected,"Requested amount (₹3,01,000) exceeds the maximum eligible amount (₹2,32,400) based on income and repayment capacity"
APP100466,Female,No,Not Graduate,Unemployed,Semiurban,6895.0,0.0,6895.0,6K-10K,102000,36,3291.25,3603.75,688,Good,1,0.302,0,4.8,Medium Risk,Approved,Approved,96200,96200,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,02,000, max eligible ₹96,200)"
APP100467,Female,Yes,Graduate,Self-Employed,Rural,17769.0,2593.0,20362.0,20K+,271000,360,2378.22,17983.78,602,Fair,1,0.032,1,1.9,Medium Risk,Approved,Approved,696100,271000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100468,Male,Yes,Graduate,Salaried,Urban,8222.0,3983.0,12205.0,10K-20K,187000,300,1699.27,10505.73,696,Good,1,0.045,0,9.8,Low Risk,Rejected,Approved,604400,187000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100469,Male,Yes,Graduate,Business Owner,Urban,10246.0,2402.0,12648.0,10K-20K,221000,360,1939.43,10708.57,622,Fair,1,0.058,2,4.3,Medium Risk,Rejected,Approved,360300,221000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100470,Male,Yes,Graduate,Business Owner,Urban,8702.0,552.0,9254.0,6K-10K,158000,120,2087.98,7166.02,626,Fair,1,0.14,2,2.8,Medium Risk,Approved,Approved,175100,158000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100471,Male,Yes,Graduate,Salaried,Rural,7041.0,6216.0,13257.0,10K-20K,307000,60,6522.84,6734.16,650,Fair,0,0.337,0,1.1,High Risk,Rejected,Rejected,109200,0,Rejected,"No established credit history; Requested amount (₹3,07,000) exceeds the maximum eligible amount (₹1,09,200) based on income and repayment capacity"
APP100472,Male,No,Graduate,Salaried,Semiurban,2889.0,0.0,2889.0,<3K,348000,240,3358.28,-469.28,633,Fair,1,0.487,0,1.9,High Risk,Rejected,Rejected,104800,0,Rejected,"High debt-to-income ratio (49%); Estimated loan installment exceeds the applicant's disposable income; Requested amount (₹3,48,000) exceeds the maximum eligible amount (₹1,04,800) based on income and repayment capacity"
APP100473,Male,Yes,Not Graduate,Salaried,Urban,5592.0,1923.0,7515.0,6K-10K,128000,240,1235.23,6279.77,526,Poor,1,0.073,1,0.3,High Risk,Rejected,Rejected,116800,0,Rejected,"Low credit score (526), below the minimum threshold of 580; Requested amount (₹1,28,000) exceeds the maximum eligible amount (₹1,16,800) based on income and repayment capacity"
APP100474,Male,No,Graduate,Unemployed,Rural,12549.0,0.0,12549.0,10K-20K,106000,360,930.23,11618.77,485,Poor,0,0.022,0,1.2,High Risk,Rejected,Rejected,143000,0,Rejected,"No established credit history; Low credit score (485), below the minimum threshold of 580; Applicant is currently unemployed"
APP100475,Male,Yes,Graduate,Salaried,Semiurban,3511.0,1147.0,4658.0,3K-6K,150000,12,13187.38,-8529.38,751,Very Good,1,1.5,0,9.7,High Risk,Rejected,Rejected,26500,0,Rejected,"High debt-to-income ratio (150%); Estimated loan installment exceeds the applicant's disposable income; Requested amount (₹1,50,000) exceeds the maximum eligible amount (₹26,500) based on income and repayment capacity"
APP100476,Male,Yes,Graduate,Salaried,Urban,5296.0,871.0,6167.0,6K-10K,125000,180,1343.26,4823.74,669,Fair,1,0.106,0,2.6,Medium Risk,Rejected,Approved,200900,125000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100477,Female,Yes,Not Graduate,Salaried,Urban,5334.0,213.0,5547.0,3K-6K,250000,60,5311.76,235.24,601,Fair,1,0.775,0,7.9,High Risk,Rejected,Rejected,91400,0,Rejected,"High debt-to-income ratio (78%); Requested amount (₹2,50,000) exceeds the maximum eligible amount (₹91,400) based on income and repayment capacity"
APP100478,Female,Yes,Graduate,Salaried,Rural,10541.0,686.0,11227.0,10K-20K,192000,180,2063.24,9163.76,746,Very Good,0,0.092,1,1.6,High Risk,Approved,Rejected,209000,0,Rejected,No established credit history
APP100479,Male,No,Graduate,Salaried,Semiurban,12798.0,0.0,12798.0,10K-20K,78000,360,684.51,12113.49,850,Excellent,0,0.02,0,1.5,High Risk,Approved,Approved,401000,78000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100480,Male,Yes,Graduate,Salaried,Urban,4084.0,2506.0,6590.0,6K-10K,77000,240,743.07,5846.93,515,Poor,0,0.043,1,6.9,High Risk,Rejected,Rejected,68300,0,Rejected,"No established credit history; Low credit score (515), below the minimum threshold of 580; Requested amount (₹77,000) exceeds the maximum eligible amount (₹68,300) based on income and repayment capacity"
APP100481,Male,Yes,Graduate,Salaried,Urban,6632.0,948.0,7580.0,6K-10K,162000,84,2689.39,4890.61,646,Fair,1,0.267,3,8.8,Medium Risk,Rejected,Approved,91300,91300,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,62,000, max eligible ₹91,300)"
APP100482,Female,Yes,Graduate,Salaried,Urban,10404.0,2307.0,12711.0,10K-20K,249000,240,2402.9,10308.1,710,Good,1,0.077,0,1.1,Low Risk,Approved,Approved,592700,249000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100483,Male,Yes,Graduate,Salaried,Semiurban,5456.0,1527.0,6983.0,6K-10K,97000,180,1042.37,5940.63,503,Poor,0,0.084,1,3.0,High Risk,Rejected,Rejected,65000,0,Rejected,"No established credit history; Low credit score (503), below the minimum threshold of 580; Requested amount (₹97,000) exceeds the maximum eligible amount (₹65,000) based on income and repayment capacity"
APP100484,Male,No,Graduate,Salaried,Urban,9003.0,0.0,9003.0,6K-10K,184000,180,1977.27,7025.73,513,Poor,0,0.14,0,0.4,High Risk,Rejected,Rejected,83800,0,Rejected,"No established credit history; Low credit score (513), below the minimum threshold of 580; Requested amount (₹1,84,000) exceeds the maximum eligible amount (₹83,800) based on income and repayment capacity"
APP100485,Male,No,Not Graduate,Salaried,Urban,6497.0,0.0,6497.0,6K-10K,209000,36,6743.84,-246.84,736,Good,1,0.743,1,5.0,High Risk,Approved,Rejected,80500,0,Rejected,"High debt-to-income ratio (74%); Estimated loan installment exceeds the applicant's disposable income; Requested amount (₹2,09,000) exceeds the maximum eligible amount (₹80,500) based on income and repayment capacity"
APP100486,Male,No,Graduate,Self-Employed,Urban,15778.0,0.0,15778.0,10K-20K,190000,240,1833.54,13944.46,645,Fair,1,0.048,1,1.1,Medium Risk,Rejected,Approved,490500,190000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100487,Male,Yes,Graduate,Salaried,Rural,5638.0,2637.0,8275.0,6K-10K,69000,240,665.86,7609.14,650,Fair,1,0.026,1,9.8,Medium Risk,Approved,Approved,257200,69000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100488,Male,Yes,Graduate,Salaried,Semiurban,9627.0,6607.0,16234.0,10K-20K,117000,36,3775.26,12458.74,502,Poor,1,0.193,0,10.1,High Risk,Approved,Approved,100600,100600,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,17,000, max eligible ₹1,00,600)"
APP100489,Male,No,Not Graduate,Salaried,Urban,5990.0,0.0,5990.0,3K-6K,118000,60,2507.15,3482.85,650,Fair,1,0.421,1,0.6,Medium Risk,Approved,Rejected,84600,0,Rejected,"Requested amount (₹1,18,000) exceeds the maximum eligible amount (₹84,600) based on income and repayment capacity"
APP100490,Female,Yes,Graduate,Self-Employed,Semiurban,7588.0,3168.0,10756.0,10K-20K,209000,180,2245.92,8510.08,524,Poor,1,0.118,0,0.3,High Risk,Approved,Approved,200200,200200,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹2,09,000, max eligible ₹2,00,200)"
APP100491,Female,No,Graduate,Self-Employed,Semiurban,4249.0,0.0,4249.0,3K-6K,112000,180,1203.56,3045.44,558,Poor,1,0.132,0,0.5,High Risk,Rejected,Approved,79100,79100,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,12,000, max eligible ₹79,100)"
APP100492,Male,Yes,Not Graduate,Unemployed,Rural,9037.0,2594.0,11631.0,10K-20K,79000,60,1678.52,9952.48,564,Poor,1,0.121,2,7.4,High Risk,Approved,Approved,54700,54700,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹79,000, max eligible ₹54,700)"
APP100493,Male,Yes,Graduate,Salaried,Rural,11223.0,2133.0,13356.0,10K-20K,202000,300,1835.58,11520.42,620,Fair,1,0.042,1,4.6,Medium Risk,Rejected,Approved,440900,202000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100494,Female,No,Graduate,Salaried,Semiurban,3984.0,0.0,3984.0,3K-6K,90000,240,868.52,3115.48,551,Poor,1,0.078,0,14.0,High Risk,Approved,Approved,82600,82600,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹90,000, max eligible ₹82,600)"
APP100495,Male,Yes,Graduate,Salaried,Semiurban,5179.0,1562.0,6741.0,6K-10K,59000,84,979.47,5761.53,565,Poor,0,0.114,0,6.3,High Risk,Rejected,Rejected,40600,0,Rejected,"No established credit history; Low credit score (565), below the minimum threshold of 580; Requested amount (₹59,000) exceeds the maximum eligible amount (₹40,600) based on income and repayment capacity"
APP100496,Male,No,Graduate,Salaried,Urban,10733.0,0.0,10733.0,10K-20K,115000,300,1045.01,9687.99,735,Good,1,0.034,0,1.0,Low Risk,Approved,Approved,531500,115000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100497,Female,Yes,Graduate,Unemployed,Semiurban,6174.0,3646.0,9820.0,6K-10K,62000,180,666.26,9153.74,665,Fair,0,0.034,0,1.0,High Risk,Rejected,Rejected,159900,0,Rejected,No established credit history; Applicant is currently unemployed
APP100498,Male,Yes,Graduate,Salaried,Semiurban,6809.0,1247.0,8056.0,6K-10K,139000,120,1836.9,6219.1,651,Fair,0,0.055,0,6.8,High Risk,Approved,Rejected,106700,0,Rejected,"No established credit history; Requested amount (₹1,39,000) exceeds the maximum eligible amount (₹1,06,700) based on income and repayment capacity"
APP100499,Male,Yes,Graduate,Business Owner,Urban,4514.0,1351.0,5865.0,3K-6K,41000,300,372.57,5492.43,689,Good,1,0.022,0,4.5,Low Risk,Rejected,Approved,290400,41000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100500,Female,Yes,Graduate,Unemployed,Semiurban,11325.0,2490.0,13815.0,10K-20K,178000,180,1912.8,11902.2,555,Poor,1,0.086,1,7.5,High Risk,Approved,Approved,192800,178000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100501,Male,Yes,Not Graduate,Business Owner,Urban,4252.0,2345.0,6597.0,6K-10K,145000,120,1916.19,4680.81,683,Good,1,0.143,0,1.1,Low Risk,Rejected,Approved,224600,145000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100502,Female,Yes,Graduate,Salaried,Semiurban,6807.0,1520.0,8327.0,6K-10K,382000,12,33583.87,-25256.87,688,Good,1,1.5,0,2.7,High Risk,Rejected,Rejected,42600,0,Rejected,"High debt-to-income ratio (150%); Estimated loan installment exceeds the applicant's disposable income; Requested amount (₹3,82,000) exceeds the maximum eligible amount (₹42,600) based on income and repayment capacity"
APP100503,Male,Yes,Not Graduate,Business Owner,Urban,5598.0,2536.0,8134.0,6K-10K,106000,300,963.22,7170.78,558,Poor,1,0.045,1,6.4,High Risk,Rejected,Approved,134300,106000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100504,Male,No,Graduate,Salaried,Urban,9771.0,0.0,9771.0,6K-10K,288000,84,4781.14,4989.86,704,Good,1,0.289,1,0.6,Low Risk,Rejected,Rejected,235400,0,Rejected,"Requested amount (₹2,88,000) exceeds the maximum eligible amount (₹2,35,400) based on income and repayment capacity"
APP100505,Female,Yes,Not Graduate,Salaried,Urban,17921.0,6017.0,23938.0,20K+,183000,84,3038.02,20899.98,671,Good,1,0.081,0,6.2,Low Risk,Rejected,Approved,648900,183000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100506,Male,Yes,Not Graduate,Salaried,Urban,3628.0,7193.0,10821.0,10K-20K,109000,300,990.48,9830.52,674,Good,1,0.038,0,1.2,Low Risk,Approved,Approved,535900,109000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100507,Female,Yes,Graduate,Business Owner,Urban,5452.0,7904.0,13356.0,10K-20K,82000,36,2645.91,10710.09,800,Excellent,1,0.149,1,0.2,Low Risk,Approved,Approved,207000,82000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100508,Male,No,Graduate,Business Owner,Semiurban,6123.0,0.0,6123.0,6K-10K,162000,360,1421.67,4701.33,661,Fair,1,0.083,0,0.3,Medium Risk,Approved,Approved,244200,162000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100509,Male,Yes,Graduate,Salaried,Semiurban,4186.0,3370.0,7556.0,6K-10K,88000,120,1162.93,6393.07,567,Poor,1,0.077,1,5.3,High Risk,Approved,Approved,85800,85800,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹88,000, max eligible ₹85,800)"
APP100510,Male,Yes,Graduate,Business Owner,Semiurban,7107.0,2463.0,9570.0,6K-10K,160000,120,2114.41,7455.59,662,Fair,1,0.182,2,1.0,Medium Risk,Approved,Approved,181000,160000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100511,Female,Yes,Graduate,Salaried,Urban,10141.0,1812.0,11953.0,10K-20K,87000,240,839.57,11113.43,651,Fair,0,0.033,2,1.0,High Risk,Approved,Rejected,123900,0,Rejected,No established credit history
APP100512,Male,Yes,Not Graduate,Self-Employed,Rural,7896.0,2614.0,10510.0,10K-20K,75000,120,991.13,9518.87,550,Poor,1,0.066,0,1.2,High Risk,Approved,Approved,159100,75000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100513,Male,Yes,Graduate,Salaried,Rural,9140.0,1788.0,10928.0,10K-20K,53000,84,879.86,10048.14,468,Poor,1,0.054,0,2.3,High Risk,Rejected,Approved,131700,53000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100514,Male,Yes,Graduate,Salaried,Semiurban,5313.0,2025.0,7338.0,6K-10K,155000,60,3293.29,4044.71,644,Fair,1,0.353,0,2.0,Medium Risk,Rejected,Approved,120900,120900,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,55,000, max eligible ₹1,20,900)"
APP100515,Male,No,Graduate,Salaried,Semiurban,9183.0,0.0,9183.0,6K-10K,137000,120,1810.47,7372.53,735,Good,0,0.175,0,14.3,High Risk,Rejected,Approved,156300,137000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100516,Male,Yes,Graduate,Business Owner,Rural,7788.0,1925.0,9713.0,6K-10K,74000,360,649.4,9063.6,736,Good,0,0.02,3,1.2,High Risk,Rejected,Rejected,110700,0,Rejected,No established credit history; High number of existing loan obligations (3)
APP100517,Female,Yes,Graduate,Unemployed,Semiurban,4435.0,1262.0,5697.0,3K-6K,130000,60,2762.12,2934.88,650,Fair,1,0.348,0,7.9,Medium Risk,Approved,Approved,93800,93800,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,30,000, max eligible ₹93,800)"
APP100518,Male,Yes,Graduate,Salaried,Urban,7266.0,3180.0,10446.0,10K-20K,63000,360,552.87,9893.13,791,Very Good,1,0.02,0,12.2,Low Risk,Approved,Approved,595200,63000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100519,Male,Yes,Graduate,Salaried,Semiurban,5607.0,2567.0,8174.0,6K-10K,143000,180,1536.69,6637.31,666,Fair,1,0.1,0,1.0,Medium Risk,Rejected,Approved,266200,143000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100520,Female,Yes,Graduate,Salaried,Urban,21788.0,1229.0,23017.0,20K+,132000,180,1418.48,21598.52,632,Fair,1,0.026,0,0.8,Medium Risk,Approved,Approved,749700,132000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100521,Male,Yes,Graduate,Self-Employed,Rural,10424.0,1873.0,12297.0,10K-20K,198000,300,1799.23,10497.77,668,Fair,1,0.058,0,8.4,Medium Risk,Approved,Approved,473600,198000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100522,Male,Yes,Graduate,Salaried,Semiurban,7601.0,916.0,8517.0,6K-10K,61000,36,1968.3,6548.7,584,Fair,1,0.167,0,1.2,Medium Risk,Approved,Approved,92400,61000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100523,Female,No,Graduate,Salaried,Rural,12129.0,0.0,12129.0,10K-20K,40000,360,351.03,11777.97,536,Poor,0,0.02,0,3.1,High Risk,Rejected,Rejected,138200,0,Rejected,"No established credit history; Low credit score (536), below the minimum threshold of 580"
APP100524,Male,Yes,Graduate,Salaried,Urban,9274.0,3629.0,12903.0,10K-20K,275000,300,2498.93,10404.07,562,Poor,1,0.079,0,0.5,High Risk,Approved,Approved,284000,275000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100525,Male,No,Graduate,Salaried,Semiurban,4461.0,0.0,4461.0,3K-6K,170000,300,1544.79,2916.21,607,Fair,1,0.128,0,4.2,Medium Risk,Approved,Approved,171800,170000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100526,Female,Yes,Graduate,Business Owner,Semiurban,13683.0,3138.0,16821.0,10K-20K,97000,120,1281.86,15539.14,728,Good,1,0.044,0,1.7,Low Risk,Approved,Approved,572800,97000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100527,Female,Yes,Not Graduate,Salaried,Rural,4073.0,1932.0,6005.0,6K-10K,263000,180,2826.21,3178.79,520,Poor,1,0.254,0,11.8,High Risk,Approved,Approved,111800,111800,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹2,63,000, max eligible ₹1,11,800)"
APP100528,Female,No,Graduate,Salaried,Rural,12938.0,0.0,12938.0,10K-20K,377000,180,4051.26,8886.74,562,Poor,1,0.155,2,3.0,High Risk,Rejected,Rejected,120400,0,Rejected,"Low credit score (562), below the minimum threshold of 580; Requested amount (₹3,77,000) exceeds the maximum eligible amount (₹1,20,400) based on income and repayment capacity"
APP100529,Male,No,Graduate,Salaried,Urban,7869.0,0.0,7869.0,6K-10K,176000,36,5679.02,2189.98,722,Good,1,0.617,0,0.0,High Risk,Approved,Rejected,109700,0,Rejected,"High debt-to-income ratio (62%); Requested amount (₹1,76,000) exceeds the maximum eligible amount (₹1,09,700) based on income and repayment capacity"
APP100530,Female,Yes,Not Graduate,Salaried,Rural,7098.0,1746.0,8844.0,6K-10K,130000,60,2762.12,6081.88,618,Fair,1,0.246,1,3.1,Medium Risk,Rejected,Approved,124900,124900,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,30,000, max eligible ₹1,24,900)"
APP100531,Female,No,Not Graduate,Salaried,Rural,5261.0,0.0,5261.0,3K-6K,70000,300,636.09,4624.91,632,Fair,1,0.039,1,2.5,Medium Risk,Approved,Approved,173700,70000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100532,Male,Yes,Graduate,Salaried,Rural,8039.0,2432.0,10471.0,10K-20K,113000,180,1214.3,9256.7,616,Fair,1,0.06,1,1.2,Medium Risk,Approved,Approved,292300,113000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100533,Female,Yes,Not Graduate,Self-Employed,Semiurban,9039.0,1029.0,10068.0,10K-20K,70000,60,1487.29,8580.71,824,Excellent,1,0.134,1,2.7,Low Risk,Approved,Approved,236900,70000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100534,Male,No,Graduate,Salaried,Rural,8731.0,0.0,8731.0,6K-10K,139000,360,1219.82,7511.18,700,Good,1,0.061,1,8.7,Low Risk,Approved,Approved,398000,139000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100535,Male,No,Graduate,Salaried,Urban,7825.0,0.0,7825.0,6K-10K,439000,60,9327.45,-1502.45,673,Good,1,0.908,0,5.5,High Risk,Rejected,Rejected,165700,0,Rejected,"High debt-to-income ratio (91%); Estimated loan installment exceeds the applicant's disposable income; Requested amount (₹4,39,000) exceeds the maximum eligible amount (₹1,65,700) based on income and repayment capacity"
APP100536,Male,Yes,Graduate,Salaried,Urban,6712.0,926.0,7638.0,6K-10K,184000,360,1614.73,6023.27,668,Fair,1,0.064,1,4.1,Medium Risk,Approved,Approved,261100,184000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100537,Male,Yes,Graduate,Salaried,Urban,9492.0,744.0,10236.0,10K-20K,264000,300,2398.97,7837.03,687,Good,1,0.109,1,2.1,Low Risk,Rejected,Approved,450600,264000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100538,Male,Yes,Graduate,Salaried,Semiurban,6115.0,718.0,6833.0,6K-10K,128000,300,1163.14,5669.86,816,Excellent,1,0.054,0,0.9,Low Risk,Approved,Approved,413600,128000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100539,Female,Yes,Not Graduate,Business Owner,Rural,6972.0,3328.0,10300.0,10K-20K,171000,180,1837.57,8462.43,616,Fair,0,0.101,1,6.8,High Risk,Rejected,Rejected,119800,0,Rejected,"No established credit history; Requested amount (₹1,71,000) exceeds the maximum eligible amount (₹1,19,800) based on income and repayment capacity"
APP100540,Female,No,Graduate,Salaried,Semiurban,8477.0,0.0,8477.0,6K-10K,119000,180,1278.78,7198.22,665,Fair,1,0.092,1,2.5,Medium Risk,Approved,Approved,236700,119000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100541,Male,Yes,Graduate,Business Owner,Semiurban,7232.0,1656.0,8888.0,6K-10K,60000,60,1274.82,7613.18,653,Fair,1,0.094,1,0.2,Medium Risk,Approved,Approved,125500,60000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
